ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,alt_translation1
XV000222,xed,glá-ú-gh-glá,,,"he surpassed him in height or age, a polite way of saying that he is old",,,,SN000391,'il l’a dépassé en taille ou en âge' (manière polie de dire qu’il est âgé)
XV000223,xed,grà-p-grà mbítsá tá wì txà,,,Mbitsa measured the mouth of the door,,,,SN000395,Mbitsa a mesuré l’ouverture de la porte
XV000224,xed,grá-f-ndá-grá mbítsá tá zà-ná-p-t-á-ní tpìtsákw-á-ní,,,Mbitsa realized that he had forgotten his hoe,,,,SN000395,Mbitsa se rendu compte qu’il a oublié son houe
XV000225,xed,gwàɗà-gá-ghà-gòɗà,,,talk from there here,,,,SN000402,parler de loin vers ici
XV000226,xed,gwàɗá-ná-gòɗá,,,talk to somebody,,,,SN000402,parler à quelqu'un
XV000227,xed,gwàɗánáɡhágòɗá,,,talk more,,,,SN000402,parler plus
XV000228,xed,gwà-ɗíŋ-gòɗá,,,talk without a break,,,,SN000402,"monologuer, parler sans interlocuteur"
XV000229,xed,gwàɗ-gwàɗá mbitsá tá ngání mà gwàɗà,,,Mbitsa has expresed his wishes,,,,SN000402,Mbitsa a déjà exprimé ses vœux
XV000230,xed,gwàɗá gwàɗá,,,one has to talk,,,,SN000402,on a des choses à se dire
XV000231,xed,gwàɗ-íxà-gwàɗá,,,"speak instead of me, with the extension 'g' the addressee can be added",,,,SN000402,"parle à ma place, on peut ajouter un destinataire avec l’extension 'g'"
XV000232,xed,gwàɗ-g-íxà-gwàɗá,,,he addressed me,,,,SN000402,il s’est addressé à moi
XV000233,xed,gwàɗà-g-ám-gwàɗá,,,he talked from outside in,,,,SN000402,il a parlé de dehors (à quelqu'un qui se trouvait dedans)
XV000234,xed,gwàtà-nì,,,"his team, group",,,,SN000413,son groupe
XV000235,xed,gwàtà-xǝ̀n,,,their team,,,,SN000413,leur groupe
XV000236,xed,gá-f-gà,,,he made a rope,,,,SN000418,il a tissé une cord
XV000237,xed,pgháfì tà gá krì mà mákwà mí dzà dúkwá,,,Prafé is a mediator between the fiancé of Dukwa and Dukwa,,,,SN000421,Prafé sert de médiateur entre Dukwa et sa fiancée
XV000238,xed,rvíɗìk,,,darkness,,,,SN000423,obscurité
XV000239,xed,gùɓá-f-gùɓá tá lgùt,,,he folded a shirt,,,,SN000425,il a plié la chemise
XV000240,xed,gùɓ-ú-gùɓá,,,it is bent,,,,SN000425,c'est plié
XV000241,xed,Diplognatha gagate,,,family: Rutelinae,,,,SN000430,family: Rutelinae
XV000242,xed,gìgr-íxà-gìgrà,,,he frightened me,,,,SN000438,il m’a fait peur
XV000243,xed,gìgrà-ná-gìgrì,,,I frightened him,,,,SN000438,je lui ai fait peur
XV000244,xed,gìgr-ú-gìgrà,,,"he has already been frightened, ungrammatical with the extension 'va'",,,,SN000438,"il a déjà eu peur, agrammatical avec l’extension 'va': *gìgrà-vá-gìgrà"
XV000245,xed,gìgìɗà-n-gìgìɗá tá fú,,,he shook the tree,,,,SN000444,il a secoué l’arbre
XV000246,xed,gìgìɗ-ú-gìgìɗá fú,,,the tree shook,,,,SN000444,l’arbre a tremblé
XV000247,xed,gún-ú-gúná sígà,,,the pot opened,,,,SN000456,la marmite s’est ouverte
XV000248,xed,gún-iŋ-gúná tá sígà,,,he opened the pot,,,,SN000456,il a ouvert la marmite
XV000249,xed,tsá sígà tá gún-ú-tà yá,,,the pot that opened,,,,SN000456,la marmite qui s’est ouverte
XV000250,xed,gàná-p-gàná,,,he moved a bit,,,,SN000457,il a avancé en peu
XV000251,xed,gànà-gá-f-tà,,,climb,,,,SN000457,grimper
XV000252,xed,gàts-íŋ gàtsá tá fú,,,he trimmed trees,,,,SN000462,il a taillé des arbres
XV000253,xed,gúyá-f-gúyà xə̀n tá vghá ndá zwánì,,,they met with children,,,,SN000471,ils ont rencontré des enfants
XV000254,xed,gùyá-gùyà,,,he met,,,,SN000471,il a rencontré
XV000255,xed,gúyá-m-gúyà,,,meet something inside,,,,SN000471,"rencontrer quelque chose à l’intérieur, coïncider"
XV000256,xed,gàzlú,,,dispersion,,,,SN000476,dispersion
XV000257,xed,gàzlá-gh-w-tà,,,"disappear one by one, leaving the place empty",,,,SN000476,"disparaître un à un, en laissant la place vide"
XV000258,xed,gàzláwà gàzlá démdém,,,leave all of you!,,,,SN000476,allez-vous en tous!
XV000259,xed,hgà-gá-f-hgà,,,call him up here,,,,SN000479,appelle pour qu’il mont ici
XV000260,xed,yàwú hldrá-f-tà-ká tá hlná ká í’í ɗáwà-n-tà dà mbítsá,,,I asked Mbitsa when he started work,,,,SN000480,j’ai demandé à Mbitsa quand il a commencé à travailler
XV000261,xed,hlə̀gà-fhlə̀gà,,,he planted,,,,SN000482,il a planté
XV000262,xed,hlə̀gú-fhlə̀gà,,,it has been planted,,,,SN000482,cela été planté
XV000263,xed,hlə̀gà-f-hlə̀gá-xə̀n,,,they planted,,,,SN000482,ils ont planté
XV000264,xed,hlə̀vá-p-hlə̀vá,,,he whipped him well,,,,SN000485,il l’a bien fouetté
XV000265,xed,"hlə̀v-í-ɗ-í-p-hlə̀vá ndá sná-ká rí sárák, hlə̀v-í-ɗ-í-p-hlə̀vá",,,"You understand, stick, hit them for me",,,,SN000485,"Tu comprends, bâton?, Frappe-les pour moi!"
XV000266,xed,hlgà-f- hlgà,,,he planted up a large portion of a field,,,8f885758533cac6c5ca2596160f192ac,SN000487,il a semé une grande partie du champ
XV000267,xed,hlgàhlgà,,,plant here!,,,ef86268ea132e4c324013d0805093712,SN000487,sème ici!
XV000268,xed,hlr-ú-hlrà tá pìtsákw,,,he forged himself a hoe,,,,SN000497,il a forgé lui-même une houe
XV000269,xed,hlrá-f-xà-tá tsá ghùzú yá tìdà,,,he poured a bit of beer upon it,,,,SN000497,il a versé un peu de bière dessus
XV000270,xed,hlà-hlà,,,"he fell, he found",,,,SN000502,"il est tombé, il a trouvé"
XV000271,xed,hlà-ná-ghá-hlà,,,he found him,,,,SN000502,il l’a trouvé
XV000272,xed,hlà-ná-hlà,,,he made him fall,,,,SN000502,il l’a fait tomber
XV000273,xed,hlà-hlà hlà-ná-p-hlà ɗáŋwà,,,an illness caught him,,,,SN000502,une maladie l’a attrappé
XV000274,xed,hlà-ná-ghá-hlà,,,avoir trouvé,,,,SN000502,avoir trouvé
XV000275,xed,hlà-hlà,,,fall down,,,,SN000502,être tombé
XV000276,xed,hlá-hlà-ná-ghá-hláhlà tá xə̀n,,,he found them,,,,SN000502,il les a trouvés
XV000277,xed,hlà-ná-ndá-hl-í tà ghálí,,,I found him stealing (he was stealing),,,,SN000502,je l’ai trouvé en train de voler
XV000278,xed,hlà-f-hlà tá zíndíŋ tà pàlà,,,"he spread the germinated corn on a flat stone, no other forms of the verb appear to be allowed",,,,SN000503,"il a étalé le mil germé sur une dalle de pierre, aucune autre forme de ce verbe ne semble autorisée"
XV000279,xed,hládú,,,be up,,,,SN000506,station debout
XV000280,xed,hládà-ná-ghú-hládà,,,stop a part of the moving objects (e.g. part of a herd),,,,SN000506,attraper une partie d’un objet en mouvement
XV000281,xed,hládá-hládá,,,be standing! debout!,,,,SN000506,be standing! debout!
XV000282,xed,hládà -nághú-hládà tá yáwì,,,stop talking so much!,,,,SN000506,arrête de bavarder!
XV000283,xed,hládá- hládà xə̀n,,,they were standing,,,,SN000509,ils étaient debout
XV000284,xed,hlàɗá-f-hlàɗá,,,one has to comb,,,,SN000510,"il faut tailler, élaguer"
XV000285,xed,hlàɗá-gá-f-hlàɗà,,,one has to trim up,,,,SN000510,il faut tout élaguer
XV000286,xed,hlàɗá-ná-ghà-hlàɗá,,,trim more,,,,SN000510,élaguer davantage
XV000287,xed,hlàɗ-íŋ-hlàɗá,,,trim away,,,,SN000510,séparer en élaguant
XV000288,xed,hlìglá hlìglá xwáyá tá mndú,,,Hoya stabbed somebody,,,26df0f2affb16f5bb3220d75e19dbf14,SN000514,Hoya a poignardé quelqu'un
XV000289,xed,hlìngwí-n-hlìngwà,,,he pushed him,,,,SN000520,il l’a poussé
XV000290,xed,hlìngwí-n-ís-hlìngwá,,,he pushed him,,,,SN000520,il l’a poussé
XV000291,xed,hlìngw-í-ɗí-s-hlìngwà,,,he pushed me around,,,,SN000520,il m’a poussé à droite et à gauche
XV000292,xed,hlìngw-í-ɗ-hlìngwà,,,he pushed me,,,,SN000520,il m’a poussé
XV000293,xed,hlíná-f-hlíná tá fìtík,,,he warmed up with the sun,,,,SN000523,il s’est rechauffé au soleil
XV000294,xed,hlíná-f-hlíná tá vúvú,,,he warmed up with the fire (one cannot say 'the sun warmed him up'),,,,SN000523,il s’est rechauffé au coin du feu (on ne peut pas dire ‘le soleil l’a réchauffé’)
XV000295,xed,hlíná-f-hlíná tà vú,,,"he burned himself, for transitive meaning see 'fwá': heat up something",,,,SN000523,"il s’est brulé, pour un sens transitif, voir 'fwá': réchauffer quelque chose"
XV000296,xed,hlí’yá-f-hlí’yá,,,he got up,,,,SN000528,il s’est levé
XV000297,xed,hlí’yá-ná-f-hlí’yá,,,one has to wake him up,,,,SN000528,il faut le réveiller
XV000298,xed,hlí’yá-w-hlí’yá,,,they have all gone,,,,SN000528,ils sont tous partis
XV000299,xed,kà hlí’yá-f-tá-tsí gà vàzák,,,"'he left the Rooster’s’, literally: he got up from Rooster’s",,,,SN000528,il s’en alla de chez le Coq’ (littéralement: il se leva de chez le Coq)
XV000300,xed,kà hlí’yá-f-tá-tsí tá ghǝ́ŋà ɗàfá,,,he left the remnants of food (head of food),,,,SN000528,il laissa les restes de nourriture (littéralement: la tête de la nourriture)
XV000301,xed,"hlí’yá-m, hlí’yà-dá-m",,,enter,,,,SN000528,entrer
XV000302,xed,hlí’yá-f-tà,,,se lever,,,,SN000528,se lever
XV000303,xed,hlí’yá-úgh,,,leave,,,,SN000528,s’en aller
XV000304,xed,hlí’yà-dá-f,,,climb,,,,SN000528,"monter, grimper"
XV000305,xed,hlí’yà-dá-ghà,,,arrive,,,,SN000528,arriver
XV000306,xed,hlí’yà-vá-úgh,,,"leave, about a part of the subjects,",,,,SN000528,s’en aller (pour une partie des sujets)
XV000307,xed,hlì’yà-dá-p-wà-hlì’yà,,,get out of there,,,,SN000528,sortir de là
XV000308,xed,hlyànhlyà,,,raise something,,,,SN000528,soulever
XV000309,xed,hlí’íà-gá-p-tà,,,leave from,,,79e1a457dc85f3c5f2b7c12efde65f4e,SN000529,"quitter, s’en aller de"
XV000310,xed,hlì’íà-dá-ghà-tà,,,leave in order to arrive somewhere,,,5fa5acc20b0197e41d824ece56954438,SN000529,s’en aller pour arriver quelque part
XV000311,xed,kà hlì’ìà-gá-tà xǝ̀n,,,"'and they descended', this verbal form is used preferably with plural subject: 'hlí’í hlí’í'",,,,SN000529,'et ils descendirent' (cette forme verbale s’emploie de préférence avec un sujet pluriel: 'hlí’í hlí’í')
XV000312,xed,hpàɗá tá úrnà,,,chew the peanuts,,,,SN000533,chew the peanuts
XV000313,xed,hrf-ú-hrfá,,,he got tired,,,,SN000535,il s’est fatigué
XV000314,xed,hrf-ú-hrfá-mù,,,we got tired,,,,SN000535,nous nous sommes fatigués
XV000315,xed,hrf-íɗí-s-hrfá,,,he tired me,,,,SN000535,il m’a fatigué
XV000316,xed,hrf-íní-s-hrf-íi,,,I tired him,,,,SN000535,je l’ai fatigué
XV000317,xed,hrfá-ná-hrfá,,,it tired him,,,,SN000535,cela l’a fatigué
XV000318,xed,hwáyá-f-hwáyá,,,get up to run from,,,,SN000540,prendre la fuite de
XV000319,xed,hwáyà-gá-ghà-hwáyà,,,run from there here,,,,SN000540,avoir quitté pour venir ici en courant
XV000320,xed,hwáyá-ghú-hwáyá,,,escape,,,,SN000540,se sauver
XV000321,xed,hwáyá-ghá-hwáyá,,,escape and go away,,,,SN000540,s’être sauvé et parti
XV000322,xed,hwáyá-gh-ó-hwáyá,,,escape,,,,SN000540,s’être sauvé
XV000323,xed,hwáyà-k-hwáyà,,,run towards here,,,,SN000540,avoir couru vers ici
XV000324,xed,hwáyá-m-hwáyá,,,run inside,,,,SN000540,avoir couru dedans
XV000325,xed,hwáyá-ná-ghá-hwáyá,,,run again,,,,SN000540,"avoir couru, recouru"
XV000326,xed,hwáyá-p-hwáyá,,,escape by running,,,,SN000540,s’être sauvé en courant
XV000327,xed,hà-f-hà tá txà,,,he closed the door,,,,SN000542,il a fermé la porte
XV000328,xed,hà-f-hà txà,,,the door closed,,,,SN000542,la porte s’est fermé
XV000329,xed,hà-f-hà mbítsá tá txà,,,Mbitsa closed the door,,,,SN000542,Mbitsà a fermé la porte
XV000330,xed,hábá-f-hábà tá lgùt,,,he attached the cloth,,,,SN000543,il a attaché le vêtement
XV000331,xed,mà húɗí,,,the interior of the belly,,,,SN000544,"l’intérieur de ventre, les viscères"
XV000332,xed,háná-hánà tá hlà-xà,,,he slaughtered cows,,,,SN000550,il a egorgé les vaches
XV000333,xed,hànà-m-hànà,,,to lie inside,,,,SN000552,s’être couché dedans
XV000334,xed,hànà-ná-ghá-hànà,,,to lie on top,,,,SN000552,s’être couché dessus
XV000335,xed,hànà-ná-hànà,,,make somebody lie,,,,SN000552,fair coucher
XV000336,xed,hàná-p-hàná,,,sleep,,,,SN000552,dormir
XV000337,xed,hú’wá-hú’wá tá xpú tà búnà,,,he ground flour on a grinding stone,,,,SN000555,il a moulu la farine sur un pierre à moudre
XV000338,xed,hú’ú-hwá,,,it is already ground,,,,SN000555,c’est déjà moulu
XV000339,xed,hú’w-áná-hú’wà,,,he ground for him,,,,SN000555,il a moulu pour lui
XV000340,xed,hí’ídá hí’ídá,,,he bit him,,,,SN000557,il l’a mordu
XV000341,xed,jà-jà tá rvérè,,,he killed a lion,,,,SN000559,il a tué un lion
XV000342,xed,júŋjà jà jà,,,to shoot (with a gun),,,,SN000559,tirer un coup de fusil
XV000343,xed,jídz-á-ní,,,his father-in-law,,,,SN000562,son beau-père
XV000344,xed,jídz-á-ɗá,,,my father-in-law,,,,SN000562,mon beau-père
XV000345,xed,jìdzà-mù,,,our ancestors,,,,SN000563,nos ancêtres
XV000346,xed,jíkí,,,I am sated,,,,SN000567,je suis rassasié
XV000347,xed,jík-xǝ̀n,,,"they are sated, no reduplicated form, in the third person singular only stative form is possible",,,,SN000567,"ils sont rassasiés, pas de forme redoublée, á la 3e personne du singulier seule la forme stative est possible"
XV000348,xed,ndá jíká,,,"he is satisfied, sated",,,,SN000567,il est rassasié
XV000349,xed,kɗá-kɗà,,,he finished,,,,SN000569,il a fini
XV000350,xed,kɗá-ná-kɗà,,,he finished it,,,41330133a8d886260a6fd713d49fd003,SN000569 ; SN000577,il l’a fini
XV000351,xed,kɗàkwánì,,,it is its end,,,,SN000569,"ça, c’est sa fin"
XV000352,xed,kɗ-áf-kɗà,,,'it ended on it' e.g. rain ended falling ungrammatical with 'va',,,,SN000569,"'cela s’est fini là-dessus', par exemple: la pluie cessa de tomber; agrammatical avec 'va'"
XV000353,xed,kɗághwkɗá,,,he finished it,,,a803c2f36a14d4b766e4a84063708fd2,SN000569,he finished it
XV000354,xed,kɗá-f-kɗá sárák,,,the whip finished,,,,SN000569,le fouet s’est arrêté
XV000355,xed,zwán tá kɗ-í-ŋ-tá dzáŋgá gà,,,a child who finished his studies,,,,SN000569,un enfant qui a fini ses études
XV000356,xed,kɗ-ìxà-kɗà,,,he finished me,,,,SN000569,il m’a épuisé
XV000357,xed,kɗá-gh-w-kɗá,,,"end prematurely, e.g. when the bricks end before the construction of the house is finished",,,,SN000569,"finir trop tôt, par exemple lorsque les briques viennent à manquer avant la fin de la construction de la maison"
XV000358,xed,kà’á ká xdə́-xà kɗiŋà-gá-p-tà tà ghùrúm,,,when the Hdi spotted them from inside the cave,,,,SN000576,quand les Hdi les ont guettés dans la grotte
XV000359,xed,kɗá-p-kɗà,,,he completely finished doing something,,,,SN000577,il a entièrement fini de faire quelque chose
XV000360,xed,khwànápkhwà,,,he tore up,,,,SN000584,il l’a déchiré
XV000361,xed,khú-kwá,,,it got torn,,,,SN000584,ça s’est déchiré
XV000362,xed,khwíxà-khwà,,,he tore for me,,,,SN000584,il a déchiré pour moi
XV000363,xed,khwákhwà,,,tear up!,,,,SN000584,déchire!
XV000364,xed,klígíɗághà kə́lgánághà ìmí,,,bring him some water!,,,,SN000588,apporte-lui de l’eau!
XV000365,xed,*tá ìmí; mà kl-á-ghá-ká,,,do not take it there,,,,SN000588,ne l’emporte pas là-bas
XV000366,xed,mà kl-á-p-ká,,,do not take it out,,,,SN000588,ne sors pas avec!
XV000367,xed,klígtà tsá mndú tá klàdágháptà yá ná grághá yà,,,the man who took you there is your friend,,,,SN000588,l'homme qui t'a pris là est son ami
XV000368,xed,’tsá mndú tá klígtà yá nágráɗá yà,,,the man who took you there is your friend,,,,SN000588,l’homme qui t’a emmené là-bas est un de tes amis
XV000369,xed,màkl-á-m-ká,,,do not put it in,,,,SN000588,ne le mets pas à l’intérieur!
XV000370,xed,mà kl-à-gá-ká,,,do not bring it down here,,,,SN000588,ne l’apporte pas ici!
XV000371,xed,klá-úgh-tà kà f-ù-d-ú-tà,,,he took it out (of the pot) and ate it up,,,,SN000588,il l’a pris (de la marmite) et l’a mangé entièrement
XV000372,xed,klá mákwà,,,"take a woman, i.e. marry; not *klá zà’ál for ‘take a husband’",,,,SN000588,"se marier, prendre femme; pas *klá zà’ál pour 'prendre un mari'"
XV000373,xed,tá klá-f-tá màràkw xìs,,,(a chief) who married two wives,,,,SN000588,(un chef) qui avait pris deux femmes
XV000374,xed,klà-dá-klà,,,he brought,,,,SN000588,il a apporté
XV000375,xed,klá-f-klà tà ghəŋá ní,,,he brought something on his head,,,,SN000588,il a apporté quelque chose sur la tête
XV000376,xed,klá-f-klà,,,he took (something) away,,,82dd2fb886be06c60e91c69cf68278b2,SN000588,il a emporté (quelque chose)
XV000377,xed,klà-gá-ghàklà,,,he brought,,,1ab49c08182f6cb3a5dc997b39e730fc,SN000588,il a apporté
XV000378,xed,klá-gh-w-klá,,,he uprooted it,,,,SN000588,"il l’a arraché, déraciné"
XV000379,xed,klà-k-klà,,,bring here,,,,SN000588,apporter vers ici
XV000380,xed,ksá-f-ksá tá gù,,,he caught a goat,,,,SN000611,il a attrapé une chèvre
XV000381,xed,kà ks-ú-tá ùvá tá vàzák,,,And the Cat devoured the Rooster,,,,SN000611,Et le Chat a dévoré le Coq
XV000382,xed,ks-ú-ɗ-tà,,,he hit me,,,,SN000611,il m’a frappé
XV000383,xed,ks-í-ɗ-tà,,,he caught me and put me out,,,,SN000611,il m’a attrapé et il m’a mis dehors
XV000384,xed,ks-í-ɗì-k-ksá,,,he caught something and brought it for me,,,,SN000611,il a attrapé quelque chose et m'a apporté
XV000385,xed,ks-í-ɗá-ghá-tà,,,I was surprised,,,,SN000611,j’ai été surpris
XV000386,xed,ks-ú-ɗ-tà á mbítsá wà,,,Mbitsa will not hit me,,,,SN000611,Mbitsa ne me frappera pas
XV000387,xed,ks-í-ɗ-tà á mbítsá wà,,,Mbitsa will not catch me and throw me out,,,,SN000611,Mbitsa ne m’atrappera pas et ne me jettera pas dehors
XV000388,xed,ksá nà tvi ná,,,take this road!,,,,SN000611,prends cette route!
XV000389,xed,ksà-gá-f-ksà,,,catch and take to a higher elevation,,,,SN000611,attrape-le et emporte-le plus haut
XV000390,xed,ksá-gh-ú-ksá,,,pull out something,,,,SN000611,sortir quelque chose en tirant dessus
XV000391,xed,ksà-k-ksà,,,catch and bring,,,,SN000611,attraper et apporter
XV000392,xed,ksà-ná-ksà,,,catch for him,,,,SN000617,attraper pour lui
XV000393,xed,ksà-n-ksà,,,touch a bit,,,,SN000617,toucher un peu
XV000394,xed,ksá-p-ksà,,,catch and pull out,,,,SN000617,attraper et faire sortir en tirant
XV000395,xed,ksí’-ghís-ksí’à dá-ghà,,,your father cursed you,,,,SN000619,ton père t’a maudit
XV000396,xed,ksí’-n-ksí’à,,,he cursed him,,,,SN000619,il l’a maudi
XV000397,xed,ksí’-ɗí-s-ksí’à,,,he cursed me,,,,SN000619,il m’a maudit
XV000398,xed,kwíktá-ná-kwíktá tá lúmà,,,he emptied the market,,,,SN000645,il a vidé le marché
XV000399,xed,kwíkt-ú-kwíktá lúmà,,,the market got emptied (because people were forced to escape),,,,SN000645,le marché s’est vidé (parce qu’on a obligé les gens à partir)
XV000400,xed,kwíktá-ná-kwíktá tá lúà,,,people scattered,,,,SN000645,les gens se sont dispersés
XV000401,xed,kwíktú-kwíktá lúà,,,scatter some people away,,,,SN000645,faire partir quelques personnes
XV000402,xed,kwí ktí ŋtà,,,scatter some people away,,,,SN000645,faire partir quelques personnes
XV000403,xed,kwálá-gh-w-kwálá,,,he refused to do something,,,,SN000648,"il a refusé de faire quelque chose; ‘refuse!’ ‘manque!’, ‘rate!"
XV000404,xed,kwállá-w-gh-kwál-í tá ldghá céedì,,,I refused to receive money,,,,SN000648,j’ai refusé de recevoir de l’argent
XV000405,xed,ìmí tá pyàf-tà kòl-tsì kà sá ghà,,,it is water that prevented him from coming,,,,SN000648,c’est la pluie qui m’a empêché de venir
XV000406,xed,kwás-íŋ-kwásá,,,he swept the trash out,,,,SN000655,il a balayé les ordures
XV000407,xed,* kzlà-kzlà; kzlà-f-kzlà,,,he waited and came,,,,SN000666,il a attendu et il est venu
XV000408,xed,kzl-ìxà-kzlà,,,he waited for me,,,,SN000666,il m’a attendu
XV000409,xed,kzlà-n-kzlà,,,'il l'a attendu'; pas de codage morphologique pour 'attendre un peu',,,,SN000666,'he waited for him'; no morphological coding of 'wait a little'
XV000410,xed,kál-ɗí-f-kálá,,,it tormented me; ungrammatical with first person object realized by 'i' only,,,,SN000691,cela m’a embêté; agrammatical lorsqu’il y a comme complément le pronom de 1ère personne réalisé 'i'
XV000411,xed,"*kál-í-f-kálá, kálá-ghá-kálá",,,it tormented him,,,,SN000691,cela l’a embêté
XV000412,xed,kà kál-ɗí-f-tá-xǝ̀n,,,they tormented me,,,,SN000691,ils m’ont embêté
XV000413,xed,kálá-tá ghǝ́ŋ,,,disobey,,,4d3d452c857ad540030a07140559a39f,SN000691,"s’entêter, désobéir"
XV000414,xed,tà kúmà-í tá kághà,,,I love you,,,,SN000696,je t'aime
XV000415,xed,tà kúmày tá kóbò,,,he wants money,,,,SN000696,il veut de l’argent
XV000416,xed,kúmà-n-kúmà,,,'he loved a bit' or 'he tried to love',,,,SN000696,'il a aimé un peu' ou 'il a essayé d’aimer'
XV000417,xed,kàpá-vá-kàpí,,,I got up,,,,SN000701,je me suis levé
XV000418,xed,"kàpáy, kàpáfkàpá",,,he raised something,,,,SN000701,il a soulevé quelque chose
XV000419,xed,kàp-ú-kàpí,,,expression meaning: 'here I raised myself above (the rest)',,,,SN000701,"expression qui signifie: 'ici, je me suis levé au-dessus (des autres)'; en étant arrogant"
XV000420,xed,kàp-á-n-kàpá xdí tá ghǝ̀ŋ ndá hàmanyàjì,,,Hdi tried to make uprising against Haman Yaji,,,,SN000701,Les Hdi ont essayé de se soulever contre Haman Yaji
XV000421,xed,kàp-ú-kàpá,,,'he is arrogant' or 'he got up above others',,,,SN000701,'il est arrogant' ou 'il s’est levé au-dessus des autres'
XV000422,xed,kúrzlá-xə̀n tá ghə́ŋ,,,they took the meat off the head (of a cow),,,,SN000703,ils ont enlevé la chair de la tête (d’une vache)
XV000423,xed,kásá,,,take them!,,,,SN000708,attrappe-les!
XV000424,xed,kásá kásá,,,it (e.g. leopard) killed many animals,,,,SN000708,"blesser ou tuer plusieurs choses; attrape!, il (léopard) a tué plusieurs (animaux)"
XV000425,xed,kásá klìpí,,,catch fish!,,,c34168c7d7abfc871684477071f33a21,SN000708,attrape un poisson!
XV000426,xed,kátá ghə́ŋ,,,save oneself,,,,SN000712,se sauver
XV000427,xed,kátà-n-tà,,,help a bit,,,,SN000712,aider en peu
XV000428,xed,kátá-kátá,,,he helped,,,0d43b9dbe88de8d43abdf7c035d28ded,SN000712,il a aidé
XV000429,xed,kátà-n-kátà tá mbítsà,,,he helped Mbitsa,,,,SN000712,il a aidé Mbitsa
XV000430,xed,kùzlà-n-kùzlà,,,it ached him,,,,SN000725,cela lui a fait mal
XV000431,xed,kùzlà-n-áf-kùzlà,,,"it ached him, the same meaning as preceding",,,,SN000725,"cela lui a fait mal, même sens que ci-dessus"
XV000432,xed,kùzl-ì-ɗí-f-kùzlà,,,it ached me,,,,SN000725,cela m’a fait mal
XV000433,xed,kà kùzà-ná-ghá-tá vlì tà tví,,,and the darkness surprised him on the road,,,,SN000727,et l’obscurité l’a surpris en route
XV000434,xed,kà kùzì-ɗá-ghá-tá vlì tà tví,,,'and the darkness surprised me on the road,,,,SN000727,et l’obscurité m’a surpris en route
XV000435,xed,mákwà,,,young girl,,,,SN000733,jeune fille
XV000436,xed,lɓ-ú- lɓá-lɓà lɓ-ú-lɓá lgùt,,,the cloth became wet,,,,SN000734,les vêtements sont mouillés
XV000437,xed,lɓá-lɓà tá lgùt,,,she wet the cloth,,,,SN000734,elle a mouillé les vêtements
XV000438,xed,ldghà-f-ldghà,,,"he took, accepted",,,,SN000737,"il a pris, il a accepté"
XV000439,xed,ldghà-f-ldgh-ì tá ceedì,,,I took money,,,,SN000737,j’ai pris de l’argent
XV000440,xed,ldghà-f-ldghà,,,it has already been taken,,,,SN000737,cela a déjà été pris
XV000441,xed,ldá-ŋ-nàn-wá-ldá ká-xə̀n,,,"leave (Pl) it for us,” they said.",,,,SN000738,"“laisse cela pour nous”, ils ont dit"
XV000442,xed,kà ldá-ná-vá-tá kúkù,,,and pidgeon left it,,,,SN000738,et le pigeon est parti
XV000443,xed,lə́m áf lə́m à,,,to have prohibited,,,,SN000739,avoir interdit
XV000444,xed,lə́má-f-lə́mà tá zwàŋgà-nì tà dzà’á tù lúmà,,,he forbade his son who was going to the market,,,,SN000740,il a interdit de partir à son fils qui était en train d’aller au marché
XV000445,xed,lə́má-lə́mà,,,"he fought, he forbade, one cannot use this verb in the equivalent of 'he fought against me'",,,,SN000740,"il s’est battu, il a interdit, on ne peut employer ce verbe dans le sens de 'il s’est battu contre moi'"
XV000446,xed,lə́m-ú-lə́mà-xǝ̀n,,,they fought against each other (not against another group),,,,SN000740,ils se sont battus entre eux
XV000447,xed,lmá,,,forbid,,,,SN000749,interdire
XV000448,xed,lmá-lmà lmá-f-lmá tí-’í kà zá skwì,,,she forbade me from eating,,,,SN000749,elle m'a interdit de manger
XV000449,xed,lá-ghú-wá-lá,,,go!,,,,SN000754,va!
XV000450,xed,l-íxà-lá,,,go for me!,,,,SN000754,va pour moi!
XV000451,xed,lá-ghá,,,arrive,,,,SN000754,arriver
XV000452,xed,lá-là,,,he descended,,,,SN000754,il est descendu
XV000453,xed,kà lá-ghá-tsí dà,,,and he went to…,,,,SN000754,et il est allé chez…
XV000454,xed,lá-bì,,,go to the other side,,,,SN000754,va de l’autre côté!
XV000455,xed,lá-úgh,,,leave,,,,SN000754,"partir, s'en aller"
XV000456,xed,kàgì lá-xá xdi-xà,,,and Hdi immediately descended,,,,SN000754,et les Hdi descendirent immédiatement
XV000457,xed,láblà,,,leave,,,,SN000754,partir
XV000458,xed,láflà,,,go up,,,,SN000754,monter
XV000459,xed,làɓà-ná-f-làɓà zwáŋàɗà tá ɓìdá ndá vàrà,,,my child mixed up millet with beans,,,,SN000756,mon enfant a mélangé le mil avec les haricots
XV000460,xed,làɓ-ú-làɓà ɓìdá ndá vàrà,,,millet and beans got mixed up,,,,SN000756,le mil et les haricots sont mélangés
XV000461,xed,ngá làɓà-ná-f-tà ndá ghúvà gù,,,one should mix it with goat excrement,,,,SN000756,cela doit être mélangé avec des crottes de chèvre
XV000462,xed,là-p-là,,,to dig,,,,SN000777,creuser
